BrandName,ModelGroup,ModelDescription,kModelMasterID,ModelNum,MFGModelNum,Summed_Sales,PartMFG,kInventoryID,kManufactureID,PartNum,Description,LongDescription,PartType,MIN_ImageOrder,Has_Image,SubbedPartNumbers,competitornumbers,reqManufactureID,reqMfgModelNum
Frigidaire,Refrigerator,Refrigerator,330135,FGHS2368LE2,,15581,Frigidaire,3408724,4,242084503,Door Handle - Black,Handle only.,Handle,1.0,1,"PS17160884,EAP17160884,FIX17160884,FRG17160884,","PS3408724,EAP3408724,FIX3408724,,FRG3408724,AP4565853",0,0
Frigidaire,Refrigerator,Refrigerator,840668,FFSS2614QP5A,,17768,Frigidaire,1532437,4,5304455852        ,SCREW,,,,0,"08002728,08009562,08010253,3001257,3001565,5300141713,5303207328,5303304973,5304453927,5308010253,75304455852,8002728,8009562,8010253,C000400805,G000166567,G000181104,G141713,G166567,G181104,PS2336963,EAP2336963,FIX2336963,FRG2336963,PS2361642,EAP2361642,FIX2361642,FRG2361642,PS411094,EAP411094,FIX411094,FRG411094,PS412412,EAP412412,FIX412412,FRG412412,PS412653,EAP412653,FIX412653,FRG412653,PS431707,EAP431707,FIX431707,FRG431707,PS431976,EAP431976,FIX431976,FRG431976,PS450270,EAP450270,FIX450270,FRG450270,PS455140,EAP455140,FIX455140,FRG455140,PS464260,EAP464260,FIX464260,FRG464260,PS473793,EAP473793,FIX473793,FRG473793,PS482125,EAP482125,FIX482125,FRG482125,PS488034,EAP488034,FIX488034,FRG488034,PS488267,EAP488267,FIX488267,FRG488267,PS489400,EAP489400,FIX489400,FRG489400,PS491869,EAP491869,FIX491869,FRG491869,PS493064,EAP493064,FIX493064,FRG493064,PS502105,EAP502105,FIX502105,FRG502105,PS502355,EAP502355,FIX502355,FRG502355,PS611931,EAP611931,FIX611931,FRG611931,PS614097,EAP614097,FIX614097,FRG614097,PS622028,EAP622028,FIX622028,FRG622028,R000181104,R000901123,","PS1532437,EAP1532437,FIX1532437,,FRG1532437,AP3966022",0,0
Frigidaire,Refrigerator,Refrigerator,127204,FRS6R5EMBG                    ,,16832,Frigidaire,3506491,4,5304485329,Door Handle Kit - Black,This kit includes both the refrigerator and freezer door handles. Screws NOT included.,Handle,1.0,1,"240359103,240359108,241711702,241711705,241934302,241934305,PS1526530,EAP1526530,FIX1526530,FRG1526530,PS1526533,EAP1526533,FIX1526533,FRG1526533,PS2332054,EAP2332054,FIX2332054,FRG2332054,PS2332057,EAP2332057,FIX2332057,FRG2332057,PS430172,EAP430172,FIX430172,FRG430172,PS430175,EAP430175,FIX430175,FRG430175,","PS3506491,EAP3506491,FIX3506491,,FRG3506491,AP5328577",0,0
General Electric,Dryer,Dryer,898932,PCVH565EH0MS,,36126,GE,1016432,2,WE2M196           ,SCREW #8,,Hardware,1.0,1,"PS264636,EAP264636,FIX264636,FRG264636,PS264637,EAP264637,FIX264637,FRG264637,PS267620,EAP267620,FIX267620,FRG267620,PS284055,EAP284055,FIX284055,FRG284055,PS294821,EAP294821,FIX294821,FRG294821,WE02M0149,WE02M0153,WE2M153,WR01X2064,WR1X2064,","PS1016432,EAP1016432,FIX1016432,AP3949707",0,0
General Electric,Refrigerator,Refrigerator,891712,PWE23KMDDES,,31158,GE,8758466,2,WR23X10778,HARNESS DOOR SWITCH AC,,,1.0,1,,"PS8758466,EAP8758466,FIX8758466,",0,0
Frigidaire,Refrigerator,Refrigerator,842034,FFHI1817LW8,,20620,Frigidaire,430183,4,240360801         ,Thermostat Knob - White,,Knob,1.0,1,,"PS430183,EAP430183,FIX430183,,FRG430183,AP2116085",0,0
Ariens,Lawn Mower,Lawn Mower,1074148,A23BH46,,18806,Husqvarna,9287069,126,532197026,Spring-Torsion-Deflector,,Spring or Shock Absorber,1.0,1,"PS16359631,EAP16359631,FIX16359631,FRG16359631,PS16359632,EAP16359632,FIX16359632,FRG16359632,","PS9287069,EAP9287069,FIX9287069,",0,0
Frigidaire,Refrigerator,Refrigerator,38021,GLHS68EGPB9                   ,,18565,Frigidaire,7783969,4,241600906,Damper Assembly - 115V 60Hz,This part includes the seal.,Thermostat,1.0,1,"241600905,PS1526180,EAP1526180,FIX1526180,FRG1526180,","PS7783969,EAP7783969,FIX7783969,,FRG7783969,AP5688411",0,0
Echo,Leaf Blower / Vacuum,Leaf Blower / Vacuum,800932,PB-250LN,P40313001001 - P40313999999,17409,Echo,9308885,127,90060300005,Washer 5,,,1.0,1,,"PS9308885,EAP9308885,FIX9308885,",0,1
Kenmore,Refrigerator,Refrigerator,217887,25351693102                   ,,16625,Frigidaire,2349817,4,5304469377,SHUT-OFF ARM,,,1.0,1,"08000234,08000503,3001577,3206333,5303001577,5304456673,75304456673,8000234,8000503,C000460718,F96759,G137751,G164767,K1088279,PS1023443,EAP1023443,FIX1023443,FRG1023443,PS1532726,EAP1532726,FIX1532726,FRG1532726,PS2337015,EAP2337015,FIX2337015,FRG2337015,PS410405,EAP410405,FIX410405,FRG410405,PS410485,EAP410485,FIX410485,FRG410485,PS431983,EAP431983,FIX431983,FRG431983,PS447516,EAP447516,FIX447516,FRG447516,PS453211,EAP453211,FIX453211,FRG453211,PS482199,EAP482199,FIX482199,FRG482199,PS487499,EAP487499,FIX487499,FRG487499,PS489236,EAP489236,FIX489236,FRG489236,PS491700,EAP491700,FIX491700,FRG491700,PS495976,EAP495976,FIX495976,FRG495976,PS619077,EAP619077,FIX619077,FRG619077,","PS2349817,EAP2349817,FIX2349817,,FRG2349817,AP4368897",0,0
General Electric,Dryer,Dryer,889795,PHDSR48GH2WW,,36510,GE,12722963,2,WE09X27636,BLOWER GASKET (EXHAUST),BLOWER GASKET (EXHAUST),,1.0,1,"PS3511512,EAP3511512,FIX3511512,FRG3511512,PS773344,EAP773344,FIX773344,FRG773344,WE1M473,WE1M966,","PS12722963,EAP12722963,FIX12722963,",0,0
Amana,Refrigerator,Refrigerator,821324,ABL2037FES0,,19259,Whirlpool,1633962,3,67005680,GROMMET- C,,,,0,"12578601,12578602,8170912,8208321,PS1011875,EAP1011875,FIX1011875,FRG1011875,PS2007960,EAP2007960,FIX2007960,FRG2007960,PS2268477,EAP2268477,FIX2268477,FRG2268477,PS2276832,EAP2276832,FIX2276832,FRG2276832,PS2365101,EAP2365101,FIX2365101,FRG2365101,PS51926,EAP51926,FIX51926,FRG51926,PS885053,EAP885053,FIX885053,FRG885053,PS987253,EAP987253,FIX987253,FRG987253,","PS1633962,EAP1633962,FIX1633962,AP4079841",0,0
Kenmore,Refrigerator,Refrigerator,117749,10659297991                   ,,16492,Whirlpool,334404,3,285006            ,Spray Paint - Superior Black,This is a 12oz can of black spray paint.,,1.0,1,"10952,206924,350939,799339,830864,PS1253116,EAP1253116,FIX1253116,FRG1253116,PS1260973,EAP1260973,FIX1260973,FRG1260973,PS2038643,EAP2038643,FIX2038643,FRG2038643,PS2203681,EAP2203681,FIX2203681,FRG2203681,PS2211923,EAP2211923,FIX2211923,FRG2211923,PS2265359,EAP2265359,FIX2265359,FRG2265359,PS2283429,EAP2283429,FIX2283429,FRG2283429,PS313164,EAP313164,FIX313164,FRG313164,PS322241,EAP322241,FIX322241,FRG322241,PS388017,EAP388017,FIX388017,FRG388017,PS394841,EAP394841,FIX394841,FRG394841,","PS334404,EAP334404,FIX334404,AP3075396",0,0
Frigidaire,Refrigerator,Refrigerator,230727,GS26HSZBW2                    ,,16841,Frigidaire,725173,4,240542601         ,CLIP-WIRING HARNESS,,,,0,"240403601,7240542601,PS2334917,EAP2334917,FIX2334917,FRG2334917,PS430460,EAP430460,FIX430460,FRG430460,","PS725173,EAP725173,FIX725173,,FRG725173,AP3211135",0,0
Poulan,Lawn Tractor,Lawn Tractor,810274,PR25PH48STA,,15845,Poulan,11810671,123,174371,Spring Secondary Drive,,,1.0,1,,"PS11810671,EAP11810671,FIX11810671,",1,0
General Electric,Dishwasher,Dishwasher,898758,ZDT870SPF5SS,,17955,GE,8756354,2,WD22X10093, FILTER COARSE Stainless Steel ,,Filter,1.0,1,,"PS8756354,EAP8756354,FIX8756354,",0,0
General Electric,Refrigerator,Refrigerator,895188,ZIS420NHA,,27120,GE,285337,2,WR02X10951        , BHNG ARM NYLON FF Door CL ,,,1.0,1,"PS965933,EAP965933,FIX965933,FRG965933,WR2X10951,","PS285337,EAP285337,FIX285337,AP3670555",0,0
Kenmore,Refrigerator,Refrigerator,82400,25356512400                   ,,16839,Frigidaire,725173,4,240542601         ,CLIP-WIRING HARNESS,,,,0,"240403601,7240542601,PS2334917,EAP2334917,FIX2334917,FRG2334917,PS430460,EAP430460,FIX430460,FRG430460,","PS725173,EAP725173,FIX725173,,FRG725173,AP3211135",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,737467,YTKH ,1848 XPA 954568489 -2003-11,17795,Husqvarna,9012991,126,532155986,Bar Pnt Adj.,,Bracket or Flange,1.0,1,"PS16356974,EAP16356974,FIX16356974,FRG16356974,","PS9012991,EAP9012991,FIX9012991,",0,1
Frigidaire,Refrigerator,Refrigerator,100401,FRS26BH6CS1                   ,,17536,Frigidaire,3655194,4,242161202,TRIM-CABINET CORNER,,,1.0,1,"240337603,240337610,241591603,7240337610,PS1990993,EAP1990993,FIX1990993,FRG1990993,PS2334853,EAP2334853,FIX2334853,FRG2334853,PS429858,EAP429858,FIX429858,FRG429858,PS977146,EAP977146,FIX977146,FRG977146,","PS3655194,EAP3655194,FIX3655194,,FRG3655194,AP5630925",0,0
General Electric,Dryer,Dryer,886483,PWSR363ED1WW,,28632,GE,266696,2,WE1M300           ,Bearing Retainer,There is a slot in it for a ground strap.,Bracket or Flange,1.0,1,"PS264146,EAP264146,FIX264146,FRG264146,WE01M0300,","PS266696,EAP266696,FIX266696,AP2041803",0,0
General Electric,Washer,Washer,897082,GUAP240EM4WW,,19439,GE,3501401,2,WH01X10596,PIN ALIGNMENT,,,,0,,"PS3501401,EAP3501401,FIX3501401,",0,0
Briggs and Stratton,Engine,Engine,1252566,123K02-0353-E1,,25110,Briggs and Stratton,9063221,130,690572,Spring-Detent,,,,0,,"PS9063221,EAP9063221,FIX9063221,",0,0
General Electric,Dishwasher,Dishwasher,1263697,GDT665SMN8ES,,18136,GE,16217028,2,WD19X26398,FOUR PORT DIVERTER AND PLUG ASM,,,,0,"PS12741246,EAP12741246,FIX12741246,FRG12741246,WD19X25598,","PS16217028,EAP16217028,FIX16217028,",0,0
Frigidaire,Refrigerator,Refrigerator,88814,GLRS267ZDW3                   ,,17336,Frigidaire,1526391,4,241682301         ,ACTUATOR,,,,0,"5304433612,PS833027,EAP833027,FIX833027,FRG833027,","PS1526391,EAP1526391,FIX1526391,,FRG1526391,AP3965566",0,0
General Electric,Dryer,Dryer,890525,PTMS650GM2WT,,46697,GE,652441,2,WR01X10196        ,SCREW 8-18 HI/LO 5/8,,,1.0,1,"PS964722,EAP964722,FIX964722,FRG964722,WR1X10196,","PS652441,EAP652441,FIX652441,AP3669890",0,0
Frigidaire,Refrigerator,Refrigerator,107546,GLRS267ZAB6                   ,,17719,Frigidaire,1526430,4,241688801         ,Ice Chute Door Hinge Pin,,,1.0,1,"5304421627,7241688801,PS2335125,EAP2335125,FIX2335125,FRG2335125,PS472559,EAP472559,FIX472559,FRG472559,","PS1526430,EAP1526430,FIX1526430,,FRG1526430,AP3965493",0,0
General Electric,Refrigerator,Refrigerator,1222124,GTH18CBEWW,,31136,GE,6447735,2,WR01X11007,Door Handle Fastener,"This is a door handle fastener to secure the handle to your refrigerator drawer. It is also known and a mounting bolt or screw. It is approximately 1 inch in total length, and is made of metal.",Hardware,1.0,1,,"PS6447735,EAP6447735,FIX6447735,AP5668500",0,0
Kenmore,Dryer,Dryer,40709,11074602300                   ,,17232,Whirlpool,383975,3,694421            ,SCREW,,,,0,"PS1466132,EAP1466132,FIX1466132,FRG1466132,","PS383975,EAP383975,FIX383975,AP3041627",0,0
Kenmore,Refrigerator,Refrigerator,227233,25374832400                   ,,15837,Frigidaire,429963,4,240350608         ,Crisper Glass Shelf Insert,"Glass only. This glass insert measures 23.82 x 15.50-in. This is an authentic Frigidaire replacement part. The crisper shelf insert is designed by the manufacturer for use in refrigerators. This part is made of glass, and is placed over the crisper pan drawers. No tools are required when replacing this item. Simply remove the old part and slot the new one into place. This item is sold individually.",Drawer or Glides,1.0,1,"240350643,240350650,240350655,241711219,241711220,241711270,297012700,297194400,PS1526512,EAP1526512,FIX1526512,FRG1526512,PS1526513,EAP1526513,FIX1526513,FRG1526513,PS1991503,EAP1991503,FIX1991503,FRG1991503,PS2331565,EAP2331565,FIX2331565,FRG2331565,PS429978,EAP429978,FIX429978,FRG429978,PS429981,EAP429981,FIX429981,FRG429981,PS429985,EAP429985,FIX429985,FRG429985,PS977287,EAP977287,FIX977287,FRG977287,","PS429963,EAP429963,FIX429963,,FRG429963,AP2115928",0,0
Amana,Refrigerator,Refrigerator,829106,SRI25F-A-P7700006WA,,24840,Whirlpool,11747806,3,WPA3073101,Light Bulb - 120V 25W,"This twenty-five watt microwave light bulb is two and a half inches long. It has a small, screw-in base and it carries 120V. This item sells in a quantity of one, though many microwaves require two.",Light or Bulb,1.0,1,"0044462,0056371,040672-01,040672-04,040672-05,045606-01,05200256,09100073,14200025,14205551,14206369,14218316,14218317,14218659,14218667,20174-1,20174-2,20174-3,20174-4,20174-5,2223678,2309101,2326255,24836P01,4164470,4174873,4312826,4358971,4713-001172,4713-001197,52001003,53001359,53001773,54001046,56001350,58001043,58001101,58001310,60001060,61003236,61004862,6521,67006179,68001062,8190269,90051,92045-1,A0385501,A30731-1,A3073101,A30790-1,A30790-2,A3079001,A3079001Q,A3079002,A3079003,A3079007,A307901,A3709001,M9D29,PS100168,EAP100168,FIX100168,FRG100168,PS1014641,EAP1014641,FIX1014641,FRG1014641,PS102078,EAP102078,FIX102078,FRG102078,PS102136,EAP102136,FIX102136,FRG102136,PS106753,EAP106753,FIX106753,FRG106753,PS108295,EAP108295,FIX108295,FRG108295,PS110789,EAP110789,FIX110789,FRG110789,PS114549,EAP114549,FIX114549,FRG114549,PS11740475,EAP11740475,FIX11740475,FRG11740475,PS11743158,EAP11743158,FIX11743158,FRG11743158,PS11769582,EAP11769582,FIX11769582,FRG11769582,PS11769583,EAP11769583,FIX11769583,FRG11769583,PS1179926,EAP1179926,FIX1179926,FRG1179926,PS1186119,EAP1186119,FIX1186119,FRG1186119,PS1186330,EAP1186330,FIX1186330,FRG1186330,PS1186331,EAP1186331,FIX1186331,FRG1186331,PS1186498,EAP1186498,FIX1186498,FRG1186498,PS12245819,EAP12245819,FIX12245819,FRG12245819,PS1327639,EAP1327639,FIX1327639,FRG1327639,PS1409910,EAP1409910,FIX1409910,FRG1409910,PS145257,EAP145257,FIX145257,FRG145257,PS146048,EAP146048,FIX146048,FRG146048,PS146059,EAP146059,FIX146059,FRG146059,PS146060,EAP146060,FIX146060,FRG146060,PS146061,EAP146061,FIX146061,FRG146061,PS146062,EAP146062,FIX146062,FRG146062,PS146067,EAP146067,FIX146067,FRG146067,PS1485502,EAP1485502,FIX1485502,FRG1485502,PS1495830,EAP1495830,FIX1495830,FRG1495830,PS1499678,EAP1499678,FIX1499678,FRG1499678,PS1508766,EAP1508766,FIX1508766,FRG1508766,PS1508768,EAP1508768,FIX1508768,FRG1508768,PS1512152,EAP1512152,FIX1512152,FRG1512152,PS1667431,EAP1667431,FIX1667431,FRG1667431,PS17564923,EAP17564923,FIX17564923,FRG17564923,PS186978,EAP186978,FIX186978,FRG186978,PS1927,EAP1927,FIX1927,FRG1927,PS196930,EAP196930,FIX196930,FRG196930,PS199450,EAP199450,FIX199450,FRG199450,PS2009629,EAP2009629,FIX2009629,FRG2009629,PS2010082,EAP2010082,FIX2010082,FRG2010082,PS2010180,EAP2010180,FIX2010180,FRG2010180,PS2010814,EAP2010814,FIX2010814,FRG2010814,PS2010815,EAP2010815,FIX2010815,FRG2010815,PS2010825,EAP2010825,FIX2010825,FRG2010825,PS2010826,EAP2010826,FIX2010826,FRG2010826,PS2016632,EAP2016632,FIX2016632,FRG2016632,PS201955,EAP201955,FIX201955,FRG201955,PS201959,EAP201959,FIX201959,FRG201959,PS202353,EAP202353,FIX202353,FRG202353,PS2043422,EAP2043422,FIX2043422,FRG2043422,PS2043426,EAP2043426,FIX2043426,FRG2043426,PS2047146,EAP2047146,FIX2047146,FRG2047146,PS2048684,EAP2048684,FIX2048684,FRG2048684,PS2048964,EAP2048964,FIX2048964,FRG2048964,PS2049739,EAP2049739,FIX2049739,FRG2049739,PS2052769,EAP2052769,FIX2052769,FRG2052769,PS205484,EAP205484,FIX205484,FRG205484,PS2055098,EAP2055098,FIX2055098,FRG2055098,PS2055143,EAP2055143,FIX2055143,FRG2055143,PS2055291,EAP2055291,FIX2055291,FRG2055291,PS2056233,EAP2056233,FIX2056233,FRG2056233,PS2058898,EAP2058898,FIX2058898,FRG2058898,PS2060271,EAP2060271,FIX2060271,FRG2060271,PS2069742,EAP2069742,FIX2069742,FRG2069742,PS2071710,EAP2071710,FIX2071710,FRG2071710,PS20948,EAP20948,FIX20948,FRG20948,PS20950,EAP20950,FIX20950,FRG20950,PS20951,EAP20951,FIX20951,FRG20951,PS2104154,EAP2104154,FIX2104154,FRG2104154,PS2104155,EAP2104155,FIX2104155,FRG2104155,PS2104156,EAP2104156,FIX2104156,FRG2104156,PS2104157,EAP2104157,FIX2104157,FRG2104157,PS2104159,EAP2104159,FIX2104159,FRG2104159,PS2104160,EAP2104160,FIX2104160,FRG2104160,PS2105038,EAP2105038,FIX2105038,FRG2105038,PS2170100,EAP2170100,FIX2170100,FRG2170100,PS2171567,EAP2171567,FIX2171567,FRG2171567,PS2174429,EAP2174429,FIX2174429,FRG2174429,PS21796,EAP21796,FIX21796,FRG21796,PS2195180,EAP2195180,FIX2195180,FRG2195180,PS2195182,EAP2195182,FIX2195182,FRG2195182,PS2198487,EAP2198487,FIX2198487,FRG2198487,PS2222656,EAP2222656,FIX2222656,FRG2222656,PS2226233,EAP2226233,FIX2226233,FRG2226233,PS2228189,EAP2228189,FIX2228189,FRG2228189,PS2244032,EAP2244032,FIX2244032,FRG2244032,PS2244709,EAP2244709,FIX2244709,FRG2244709,PS2246114,EAP2246114,FIX2246114,FRG2246114,PS2250243,EAP2250243,FIX2250243,FRG2250243,PS22554,EAP22554,FIX22554,FRG22554,PS2273322,EAP2273322,FIX2273322,FRG2273322,PS27053,EAP27053,FIX27053,FRG27053,PS355408,EAP355408,FIX355408,FRG355408,PS356861,EAP356861,FIX356861,FRG356861,PS357892,EAP357892,FIX357892,FRG357892,PS364711,EAP364711,FIX364711,FRG364711,PS520001,EAP520001,FIX520001,FRG520001,PS529758,EAP529758,FIX529758,FRG529758,PS58537,EAP58537,FIX58537,FRG58537,PS69423,EAP69423,FIX69423,FRG69423,PS6975,EAP6975,FIX6975,FRG6975,PS728572,EAP728572,FIX728572,FRG728572,PS779075,EAP779075,FIX779075,FRG779075,PS779077,EAP779077,FIX779077,FRG779077,PS779078,EAP779078,FIX779078,FRG779078,PS790240,EAP790240,FIX790240,FRG790240,PS790241,EAP790241,FIX790241,FRG790241,PS795958,EAP795958,FIX795958,FRG795958,PS797665,EAP797665,FIX797665,FRG797665,PS803892,EAP803892,FIX803892,FRG803892,PS804125,EAP804125,FIX804125,FRG804125,PS885964,EAP885964,FIX885964,FRG885964,PS903852,EAP903852,FIX903852,FRG903852,PS907301,EAP907301,FIX907301,FRG907301,PS907303,EAP907303,FIX907303,FRG907303,PS909436,EAP909436,FIX909436,FRG909436,PS968878,EAP968878,FIX968878,FRG968878,PS97074,EAP97074,FIX97074,FRG97074,PS992919,EAP992919,FIX992919,FRG992919,PS995018,EAP995018,FIX995018,FRG995018,R0213161,R0662001,R0812001,R0812005,R0862001,R9900292,W10904371,W10904373,WP2326255,WP61003236,Y0044462,Y0056371,Y04067201,Y04067204,Y09100073,","PS11747806,EAP11747806,FIX11747806,AP6014564",0,0
General Electric,Refrigerator,Refrigerator,891713,PWE23KSDFSS,,32292,GE,1483082,2,WR01X10606        ,SCR 8-18 CA HX 1/2 S,,Hardware,1.0,1,"PS1483088,EAP1483088,FIX1483088,FRG1483088,PS283865,EAP283865,FIX283865,FRG283865,PS294626,EAP294626,FIX294626,FRG294626,WR01X10612,WR01X1804,WR1X1804,","PS1483082,EAP1483082,FIX1483082,",0,0
Norge,Dryer,Dryer,871028,8835A,REV B,17035,Maytag,552021,1,25-7713           ,SCREW,,,,0,,"PS552021,EAP552021,FIX552021,257713,25.7713,25 7713,",0,1
General Electric,Dryer,Dryer,889772,GUSR493GB2WW,,42402,GE,266093,2,WE14X215          ,2-Coil Gas Shut-Off Valve Assembly,,Valve,1.0,1,"PS265089,EAP265089,FIX265089,FRG265089,PS265090,EAP265090,FIX265090,FRG265090,PS265981,EAP265981,FIX265981,FRG265981,PS266001,EAP266001,FIX266001,FRG266001,PS266002,EAP266002,FIX266002,FRG266002,PS266072,EAP266072,FIX266072,FRG266072,PS266092,EAP266092,FIX266092,FRG266092,PS268159,EAP268159,FIX268159,FRG268159,PS268160,EAP268160,FIX268160,FRG268160,WE04X0708,WE04X0709,WE14X0171,WE14X0214,WE14X0215,WE14X171,WE14X214,WE4X708,WE4X709,","PS266093,EAP266093,FIX266093,AP2043480",0,0
General Electric,Dryer,Dryer,900864,PTMN945EMGG0,,25254,GE,6447706,2,WE1M1067,Drum Bearing Slide - Green (Sold individually),SOLD INDIVIDUALLY. There are TWO slides per dryer. They attach to the outer-most sides of the bearing. The manufacturer recommends replacing both slides at the same time.,Bearing,1.0,1,"PS264156,EAP264156,FIX264156,FRG264156,PS266706,EAP266706,FIX266706,FRG266706,PS266785,EAP266785,FIX266785,FRG266785,PS755845,EAP755845,FIX755845,FRG755845,WE01M0316,WE1M316,WE1M481,WE1M507,","PS6447706,EAP6447706,FIX6447706,AP5668531",0,0
Maytag,Refrigerator,Refrigerator,870460,MSD2542VES01,,21252,Whirlpool,2355345,3,W10194476,COVER-EVAP,,,,0,"PS2352222,EAP2352222,FIX2352222,FRG2352222,W10196307,","PS2355345,EAP2355345,FIX2355345,",0,0
General Electric,Refrigerator,Refrigerator,893523,PSRS6PGZADSS,,32664,GE,1483172,2,WR02X12263        , PIN HINGE Bottom ADJ HOLLOW ,,Hinge,1.0,1,"PS285068,EAP285068,FIX285068,FRG285068,PS965663,EAP965663,FIX965663,FRG965663,WR02X10648,WR2X10648,","PS1483172,EAP1483172,FIX1483172,AP3995899",0,0
General Electric,Refrigerator,Refrigerator,894877,PSHS6YGXADSS,,28260,GE,12338906,2,WR01F00781,FAN CHILL,,,,0,"PS12336685,EAP12336685,FIX12336685,FRG12336685,WR60M145,","PS12338906,EAP12338906,FIX12338906,",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,801987,LT2216,2012-08,19691,Poulan,9480056,123,532428982,BOLT 5/16-18 X 4 W/PATCH,,,1.0,1,,"PS9480056,EAP9480056,FIX9480056,",0,1
General Electric,Dryer,Dryer,900976,QDSR495EB0WW,,27404,GE,265959,2,WE14M93           ,BLOWER HOUSING,,,,0,"PS265928,EAP265928,FIX265928,FRG265928,WE14M0093,","PS265959,EAP265959,FIX265959,",0,0
General Electric,Dryer,Dryer,900789,PCVH565GH0MB,,42966,GE,10061346,2,WE21X20566, DRUM Assembly ,,,1.0,1,"PS267466,EAP267466,FIX267466,FRG267466,PS267474,EAP267474,FIX267474,FRG267474,PS756174,EAP756174,FIX756174,FRG756174,PS8259948,EAP8259948,FIX8259948,FRG8259948,PS8746219,EAP8746219,FIX8746219,FRG8746219,PS960244,EAP960244,FIX960244,FRG960244,WE21M0013,WE21M13,WE21M20,WE21M21,WE21M65,WE21M66,","PS10061346,EAP10061346,FIX10061346,",0,0
Husqvarna,Lawn Mower,Lawn Mower,1011453,YTH22V42,(96043021600/2015-08),19245,Husqvarna,9160134,126,873800500,Nut Lock 5/16-18,,Hardware,1.0,1,,"PS9160134,EAP9160134,FIX9160134,",0,1
Echo,Trimmer,Trimmer,727668,PAS-280,T44511001001-T44511999999,20756,Echo,9247030,127,X502000320,Label-Echo,,,1.0,1,,"PS9247030,EAP9247030,FIX9247030,",0,1
General Electric,Refrigerator,Refrigerator,1222130,GTMX180GD4WW,,52592,GE,1766053,2,WR02X11768,SPRING DEFLECTOR INT.,,Spring or Shock Absorber,1.0,1,"PS285011,EAP285011,FIX285011,FRG285011,PS965608,EAP965608,FIX965608,FRG965608,WR02X10583,WR2X10583,","PS1766053,EAP1766053,FIX1766053,AP4297422",0,0
Frigidaire,Refrigerator,Refrigerator,331809,FRS6HR45KW0,,17088,Frigidaire,899544,4,241525101         ,CHUTE-ICE,,,1.0,1,"240321902,240465801,240546801,7241525101,PS2334997,EAP2334997,FIX2334997,FRG2334997,PS429721,EAP429721,FIX429721,FRG429721,PS430839,EAP430839,FIX430839,FRG430839,PS735435,EAP735435,FIX735435,FRG735435,","PS899544,EAP899544,FIX899544,,FRG899544,AP3737519",0,0
General Electric,Dryer,Dryer,900503,MTMX100EM0WW,,30648,GE,267949,2,WE4M216           ,Cycling Thermostat,This thermostat is located on the blower wheel.,Thermostat,1.0,1,"PS264872,EAP264872,FIX264872,FRG264872,PS264938,EAP264938,FIX264938,FRG264938,PS267993,EAP267993,FIX267993,FRG267993,PS960339,EAP960339,FIX960339,FRG960339,WE04M0056,WE04M0216,WE4M317,WE4M56,","PS267949,EAP267949,FIX267949,AP2042618",0,0
Kenmore,Dryer,Dryer,129952,11070012001                   ,,18365,Whirlpool,11741663,3,WP3403498,"Connector, 3-Position (Gas Val",,,,0,"3403498,PS1448170,EAP1448170,FIX1448170,FRG1448170,PS346435,EAP346435,FIX346435,FRG346435,","PS11741663,EAP11741663,FIX11741663,",0,0
General Electric,Refrigerator,Refrigerator,890309,DSR25USTAGS,,36608,GE,11701167,2,WR01F00846,GROMMET,,,,0,"203C5262P001,PS12332975,EAP12332975,FIX12332975,FRG12332975,PS12334359,EAP12334359,FIX12334359,FRG12334359,WR2M3497,","PS11701167,EAP11701167,FIX11701167,",0,0
Frigidaire,Refrigerator,Refrigerator,14094,FRS6LE4FB5                    ,,15838,Frigidaire,1525955,4,240327207         ,Upper Hinge Bracket,Sold individually.,Hinge,1.0,1,"240327201,240327202,7240327207,PS2334843,EAP2334843,FIX2334843,FRG2334843,PS429800,EAP429800,FIX429800,FRG429800,PS429801,EAP429801,FIX429801,FRG429801,","PS1525955,EAP1525955,FIX1525955,,FRG1525955,AP3965219",0,0
Frigidaire,Refrigerator,Refrigerator,332818,LGHS2667KP0,,18858,Frigidaire,1533016,4,5304458383        ,PLATE-MOUNTING,,,,0,"75304458383,PS2337145,EAP2337145,FIX2337145,FRG2337145,","PS1533016,EAP1533016,FIX1533016,,FRG1533016,AP3966077",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1183411,CTH171,(96061018401)(2007-06),21173,Husqvarna,9308345,126,873220600,Nut Hex Jam 3/8-16 Unc,,,,0,,"PS9308345,EAP9308345,FIX9308345,",0,1
Frigidaire,Refrigerator,Refrigerator,331726,FRS6R5ESBU,,16384,Frigidaire,1525540,4,215503203         ,Screw,Cross Recessed Pan Head Screw   Size:  10-16 X 0.500,Hardware,1.0,1,"215421200,215503200,215503201,7215503203,PS2334750,EAP2334750,FIX2334750,FRG2334750,PS422811,EAP422811,FIX422811,FRG422811,PS423052,EAP423052,FIX423052,FRG423052,PS724953,EAP724953,FIX724953,FRG724953,","PS1525540,EAP1525540,FIX1525540,,FRG1525540,AP3958785",0,0
General Electric,Dishwasher,Dishwasher,899823,ZDT975SPJ0SS,,16198,GE,12338188,2,WG04A03620,INVERTER SERVICE KIT,,,,0,"PS12330745,EAP12330745,FIX12330745,FRG12330745,WG04F09785,","PS12338188,EAP12338188,FIX12338188,",0,0
