BrandName,ModelGroup,ModelDescription,kModelMasterID,ModelNum,MFGModelNum,Summed_Sales,PartMFG,kInventoryID,kManufactureID,PartNum,Description,LongDescription,PartType,MIN_ImageOrder,Has_Image,SubbedPartNumbers,competitornumbers,reqManufactureID,reqMfgModelNum
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,455178,4,5303207393        ,SCREW,,,,0,"08015311,3204265,3281029,8015311,PS1024388,EAP1024388,FIX1024388,FRG1024388,PS414238,EAP414238,FIX414238,FRG414238,PS446427,EAP446427,FIX446427,FRG446427,PS447984,EAP447984,FIX447984,FRG447984,PS501606,EAP501606,FIX501606,FRG501606,PS501629,EAP501629,FIX501629,FRG501629,PS503831,EAP503831,FIX503831,FRG503831,Q000435012,Q000435174,WQ435174,","PS455178,EAP455178,FIX455178,,FRG455178,AP2137997",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,459774,4,5303281043        ,SCREW,,,,0,"08015285,3281043,8015285,G521751,PS1024384,EAP1024384,FIX1024384,FRG1024384,PS414219,EAP414219,FIX414219,FRG414219,PS447996,EAP447996,FIX447996,FRG447996,PS494678,EAP494678,FIX494678,FRG494678,PS501457,EAP501457,FIX501457,FRG501457,PS501562,EAP501562,FIX501562,FRG501562,PS501657,EAP501657,FIX501657,FRG501657,PS503797,EAP503797,FIX503797,FRG503797,PS503847,EAP503847,FIX503847,FRG503847,Q000301279,Q000403102,Q000500433,WQ403102,WQ500433,","PS459774,EAP459774,FIX459774,,FRG459774,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,8689126,4,137552900,Drum Baffle,This part moves the clothes around inside your dryer and helps to direct the flow of hot  during the drying cycle.,Drum or Tub,1.0,1,"3201200,5303201200,PS1556617,EAP1556617,FIX1556617,FRG1556617,PS445205,EAP445205,FIX445205,FRG445205,PS454308,EAP454308,FIX454308,FRG454308,Q000094682,","PS8689126,EAP8689126,FIX8689126,,FRG8689126,AP5691647",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,415671,4,08067747          ,BRACKET,,Bracket or Flange,,0,"072T844F02-08,08067933,3011559,3051239,3131287,8067933,PS1024852,EAP1024852,FIX1024852,FRG1024852,PS410032,EAP410032,FIX410032,FRG410032,PS415752,EAP415752,FIX415752,FRG415752,PS432372,EAP432372,FIX432372,FRG432372,PS434265,EAP434265,FIX434265,FRG434265,PS435846,EAP435846,FIX435846,FRG435846,","PS415671,EAP415671,FIX415671,,FRG415671,AP2105201",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,445935,4,3202802           ,END CAP,,,,0,,"PS445935,EAP445935,FIX445935,,FRG445935,AP2130716",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,458388,4,5303271648        ,Screw,,,1.0,1,"5303309983,75303271648,PS2336768,EAP2336768,FIX2336768,FRG2336768,PS465831,EAP465831,FIX465831,FRG465831,","PS458388,EAP458388,FIX458388,,FRG458388,AP2141149",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,2339241,4,316442300,Surface Element - 8 Inch - 220V,4 Turn.,Element or Burner,1.0,1,"08003245,08005320,08013939,222T032P01,222T032P02,222T032P03,222T032P04,222T032P05,222T032P06,222T032P06-L,222T032P07,222T032P15,222T058P01,222T061P01,3015186,3015715,3017927,3051018,3051450,316265600,318372203,318372213,3202348,382059,5301314952,5303015715,5303207161,5303311320,5303325551,5308005320,8003245,8005320,8013939,A1505255,A1505994,AP382039,AP382044,E382033,G382059,K001314952,K001318116,K1300708,K1303302,K1310240,K1311110,K1314330,K1314952,K1314952P,K1318112,K1318116,K1506118,P382033,P382039,P382044,P382058,P382059,PS1538046,EAP1538046,FIX1538046,FRG1538046,PS1553831,EAP1553831,FIX1553831,FRG1553831,PS2333200,EAP2333200,FIX2333200,FRG2333200,PS2582087,EAP2582087,FIX2582087,FRG2582087,PS411306,EAP411306,FIX411306,FRG411306,PS411620,EAP411620,FIX411620,FRG411620,PS413752,EAP413752,FIX413752,FRG413752,PS429599,EAP429599,FIX429599,FRG429599,PS429600,EAP429600,FIX429600,FRG429600,PS429601,EAP429601,FIX429601,FRG429601,PS429602,EAP429602,FIX429602,FRG429602,PS429603,EAP429603,FIX429603,FRG429603,PS429604,EAP429604,FIX429604,FRG429604,PS429605,EAP429605,FIX429605,FRG429605,PS429606,EAP429606,FIX429606,FRG429606,PS429607,EAP429607,FIX429607,FRG429607,PS429629,EAP429629,FIX429629,FRG429629,PS429632,EAP429632,FIX429632,FRG429632,PS432675,EAP432675,FIX432675,FRG432675,PS432887,EAP432887,FIX432887,FRG432887,PS433586,EAP433586,FIX433586,FRG433586,PS434144,EAP434144,FIX434144,FRG434144,PS434351,EAP434351,FIX434351,FRG434351,PS445694,EAP445694,FIX445694,FRG445694,PS449004,EAP449004,FIX449004,FRG449004,PS452930,EAP452930,FIX452930,FRG452930,PS453558,EAP453558,FIX453558,FRG453558,PS455051,EAP455051,FIX455051,FRG455051,PS466451,EAP466451,FIX466451,FRG466451,PS467930,EAP467930,FIX467930,FRG467930,PS473499,EAP473499,FIX473499,FRG473499,PS480653,EAP480653,FIX480653,FRG480653,PS480745,EAP480745,FIX480745,FRG480745,PS481336,EAP481336,FIX481336,FRG481336,PS483037,EAP483037,FIX483037,FRG483037,PS493874,EAP493874,FIX493874,FRG493874,PS495390,EAP495390,FIX495390,FRG495390,PS495460,EAP495460,FIX495460,FRG495460,PS497112,EAP497112,FIX497112,FRG497112,PS497187,EAP497187,FIX497187,FRG497187,PS497339,EAP497339,FIX497339,FRG497339,PS497361,EAP497361,FIX497361,FRG497361,PS497525,EAP497525,FIX497525,FRG497525,PS497555,EAP497555,FIX497555,FRG497555,PS497719,EAP497719,FIX497719,FRG497719,PS497721,EAP497721,FIX497721,FRG497721,PS498079,EAP498079,FIX498079,FRG498079,PS499712,EAP499712,FIX499712,FRG499712,PS499714,EAP499714,FIX499714,FRG499714,PS499717,EAP499717,FIX499717,FRG499717,PS499719,EAP499719,FIX499719,FRG499719,PS499720,EAP499720,FIX499720,FRG499720,PS501283,EAP501283,FIX501283,FRG501283,PS501336,EAP501336,FIX501336,FRG501336,PS614317,EAP614317,FIX614317,FRG614317,PS618469,EAP618469,FIX618469,FRG618469,PS620192,EAP620192,FIX620192,FRG620192,PS820512,EAP820512,FIX820512,FRG820512,PS840219,EAP840219,FIX840219,FRG840219,Q000211871,Q000212691,Q212691,","PS2339241,EAP2339241,FIX2339241,,FRG2339241,AP4356466",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,448059,4,3281130           ,USE WCI 131363200,,,,0,,"PS448059,EAP448059,FIX448059,,FRG448059,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,454643,4,5303205255        ,SCREW,,,,0,"08015361,3205255,3281027,8015361,PS1024399,EAP1024399,FIX1024399,FRG1024399,PS414277,EAP414277,FIX414277,FRG414277,PS446952,EAP446952,FIX446952,FRG446952,PS447982,EAP447982,FIX447982,FRG447982,PS501763,EAP501763,FIX501763,FRG501763,PS503890,EAP503890,FIX503890,FRG503890,PS616116,EAP616116,FIX616116,FRG616116,Q000503210,Q503210,WQ503210,","PS454643,EAP454643,FIX454643,,FRG454643,AP2137526",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,470053,4,5303931781        ,Shaft,,,1.0,1,"08015149,3281009,5303281009,8015149,PS1022649,EAP1022649,FIX1022649,FRG1022649,PS414138,EAP414138,FIX414138,FRG414138,PS447967,EAP447967,FIX447967,FRG447967,PS459762,EAP459762,FIX459762,FRG459762,PS500246,EAP500246,FIX500246,FRG500246,PS500247,EAP500247,FIX500247,FRG500247,PS500248,EAP500248,FIX500248,FRG500248,PS504040,EAP504040,FIX504040,FRG504040,PS616117,EAP616117,FIX616117,FRG616117,Q000069632,Q000069633,Q000069634,Q69634,WQ69634,","PS470053,EAP470053,FIX470053,,FRG470053,AP2150380",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,734663,4,134154100         ,SCREW 10-32X.375 CO,,,1.0,1,"08001873,08004113,08007916,131301100,137043700,241904601,3161275,3281106,5304405227,5304426200,7134154100,7241904601,8000096,8001873,8004113,8008025,8011437,8011772,83007-12,AP00051058,AP051058,F000131225,F131225,F131225-000,F131225000,FL00131225,G131225-000,PS1024217,EAP1024217,FIX1024217,FRG1024217,PS1535963,EAP1535963,FIX1535963,FRG1535963,PS2332017,EAP2332017,FIX2332017,FRG2332017,PS2335398,EAP2335398,FIX2335398,FRG2335398,PS2378455,EAP2378455,FIX2378455,FRG2378455,PS3410050,EAP3410050,FIX3410050,FRG3410050,PS410891,EAP410891,FIX410891,FRG410891,PS411531,EAP411531,FIX411531,FRG411531,PS412041,EAP412041,FIX412041,FRG412041,PS417460,EAP417460,FIX417460,FRG417460,PS439326,EAP439326,FIX439326,FRG439326,PS448043,EAP448043,FIX448043,FRG448043,PS470819,EAP470819,FIX470819,FRG470819,PS480947,EAP480947,FIX480947,FRG480947,PS481082,EAP481082,FIX481082,FRG481082,PS483480,EAP483480,FIX483480,FRG483480,PS485226,EAP485226,FIX485226,FRG485226,PS485227,EAP485227,FIX485227,FRG485227,PS485228,EAP485228,FIX485228,FRG485228,PS487732,EAP487732,FIX487732,FRG487732,PS501581,EAP501581,FIX501581,FRG501581,PS501663,EAP501663,FIX501663,FRG501663,PS501755,EAP501755,FIX501755,FRG501755,PS503853,EAP503853,FIX503853,FRG503853,PS619549,EAP619549,FIX619549,FRG619549,PS620066,EAP620066,FIX620066,FRG620066,PS620218,EAP620218,FIX620218,FRG620218,PS622173,EAP622173,FIX622173,FRG622173,PS623564,EAP623564,FIX623564,FRG623564,PS648625,EAP648625,FIX648625,FRG648625,PS726448,EAP726448,FIX726448,FRG726448,Q000409501,Q000500665,Q000503032,WQ500665,","PS734663,EAP734663,FIX734663,,FRG734663,AP3214963",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,434196,4,3051113           ,BEZEL-NAMEPLATE,,,,0,"3051005,3131004,5303285950,PS434136,EAP434136,FIX434136,FRG434136,PS435688,EAP435688,FIX435688,FRG435688,PS460854,EAP460854,FIX460854,FRG460854,","PS434196,EAP434196,FIX434196,,FRG434196,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,434248,4,3051199           ,"PANEL-BACKGUARD, WHITE-F/.6112190                                                                                                                     ",,,,0,"3131226,PS435809,EAP435809,FIX435809,FRG435809,","PS434248,EAP434248,FIX434248,,FRG434248,AP2121535",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,470145,4,5303935086        ,Burner Switch Kit,This switch controls the stove top surface burner.,Switch,1.0,1,"08002908,08002909,08005304,08005305,08011487,08011488,08012863,08012864,3051032,3051035,3051540,3051541,3051680,3051681,318120503,318120504,3204920,3206430,3206431,351112,5300007822,5300214001,5300214002,5300214023,5300214024,5300275711,5300275712,5301313767,5301313768,5301506243,5303051035,5303051540,5303208037,5303209958,5303270885,5303270886,5303282823,5303285142,5303285143,5303285410,5303285411,5303285954,5303286367,5303297482,5303297483,5303299248,5303299249,5303299752,5303299753,5303300157,5303300158,5303305028,5303305029,5303305030,5303306286,5308002908,5308011487,699T015P01,699T017P01,699T017P02,7822,8002908,8002909,8005304,8005305,8008829,8011487,8011488,8012863,8012864,9689,9690,A1505576,AP00351099,AP00351112,AP00351113,AP351099,AP351112,AP351113,K000131767,K001313766,K001313767,K001506243,K1313766,K1313767,K1313768,K1506243,P351099,P351112,P351113,PS1550932,EAP1550932,FIX1550932,FRG1550932,PS411170,EAP411170,FIX411170,FRG411170,PS411171,EAP411171,FIX411171,FRG411171,PS411612,EAP411612,FIX411612,FRG411612,PS411613,EAP411613,FIX411613,FRG411613,PS413094,EAP413094,FIX413094,FRG413094,PS413095,EAP413095,FIX413095,FRG413095,PS413485,EAP413485,FIX413485,FRG413485,PS413486,EAP413486,FIX413486,FRG413486,PS434153,EAP434153,FIX434153,FRG434153,PS434156,EAP434156,FIX434156,FRG434156,PS434400,EAP434400,FIX434400,FRG434400,PS434401,EAP434401,FIX434401,FRG434401,PS434482,EAP434482,FIX434482,FRG434482,PS434483,EAP434483,FIX434483,FRG434483,PS443492,EAP443492,FIX443492,FRG443492,PS443493,EAP443493,FIX443493,FRG443493,PS446785,EAP446785,FIX446785,FRG446785,PS447570,EAP447570,FIX447570,FRG447570,PS447571,EAP447571,FIX447571,FRG447571,PS448347,EAP448347,FIX448347,FRG448347,PS450009,EAP450009,FIX450009,FRG450009,PS450677,EAP450677,FIX450677,FRG450677,PS450678,EAP450678,FIX450678,FRG450678,PS450680,EAP450680,FIX450680,FRG450680,PS450681,EAP450681,FIX450681,FRG450681,PS450709,EAP450709,FIX450709,FRG450709,PS450710,EAP450710,FIX450710,FRG450710,PS452921,EAP452921,FIX452921,FRG452921,PS452922,EAP452922,FIX452922,FRG452922,PS453055,EAP453055,FIX453055,FRG453055,PS453923,EAP453923,FIX453923,FRG453923,PS453964,EAP453964,FIX453964,FRG453964,PS455379,EAP455379,FIX455379,FRG455379,PS456218,EAP456218,FIX456218,FRG456218,PS458074,EAP458074,FIX458074,FRG458074,PS458075,EAP458075,FIX458075,FRG458075,PS460099,EAP460099,FIX460099,FRG460099,PS460607,EAP460607,FIX460607,FRG460607,PS460608,EAP460608,FIX460608,FRG460608,PS460665,EAP460665,FIX460665,FRG460665,PS460666,EAP460666,FIX460666,FRG460666,PS460857,EAP460857,FIX460857,FRG460857,PS460921,EAP460921,FIX460921,FRG460921,PS462411,EAP462411,FIX462411,FRG462411,PS462412,EAP462412,FIX462412,FRG462412,PS462584,EAP462584,FIX462584,FRG462584,PS462585,EAP462585,FIX462585,FRG462585,PS462728,EAP462728,FIX462728,FRG462728,PS462729,EAP462729,FIX462729,FRG462729,PS462937,EAP462937,FIX462937,FRG462937,PS462938,EAP462938,FIX462938,FRG462938,PS464282,EAP464282,FIX464282,FRG464282,PS464283,EAP464283,FIX464283,FRG464283,PS464284,EAP464284,FIX464284,FRG464284,PS464609,EAP464609,FIX464609,FRG464609,PS473422,EAP473422,FIX473422,FRG473422,PS473925,EAP473925,FIX473925,FRG473925,PS478599,EAP478599,FIX478599,FRG478599,PS478602,EAP478602,FIX478602,FRG478602,PS478603,EAP478603,FIX478603,FRG478603,PS479128,EAP479128,FIX479128,FRG479128,PS479791,EAP479791,FIX479791,FRG479791,PS479792,EAP479792,FIX479792,FRG479792,PS480710,EAP480710,FIX480710,FRG480710,PS481036,EAP481036,FIX481036,FRG481036,PS481038,EAP481038,FIX481038,FRG481038,PS481039,EAP481039,FIX481039,FRG481039,PS481300,EAP481300,FIX481300,FRG481300,PS481303,EAP481303,FIX481303,FRG481303,PS481304,EAP481304,FIX481304,FRG481304,PS495372,EAP495372,FIX495372,FRG495372,PS497505,EAP497505,FIX497505,FRG497505,PS497506,EAP497506,FIX497506,FRG497506,PS497507,EAP497507,FIX497507,FRG497507,PS498081,EAP498081,FIX498081,FRG498081,PS499608,EAP499608,FIX499608,FRG499608,PS499613,EAP499613,FIX499613,FRG499613,PS499614,EAP499614,FIX499614,FRG499614,PS500963,EAP500963,FIX500963,FRG500963,PS500964,EAP500964,FIX500964,FRG500964,PS500965,EAP500965,FIX500965,FRG500965,PS500966,EAP500966,FIX500966,FRG500966,PS500967,EAP500967,FIX500967,FRG500967,PS500968,EAP500968,FIX500968,FRG500968,PS501281,EAP501281,FIX501281,FRG501281,PS501371,EAP501371,FIX501371,FRG501371,PS501372,EAP501372,FIX501372,FRG501372,PS501373,EAP501373,FIX501373,FRG501373,PS501374,EAP501374,FIX501374,FRG501374,PS501375,EAP501375,FIX501375,FRG501375,PS501376,EAP501376,FIX501376,FRG501376,PS501378,EAP501378,FIX501378,FRG501378,PS501379,EAP501379,FIX501379,FRG501379,PS501402,EAP501402,FIX501402,FRG501402,PS501403,EAP501403,FIX501403,FRG501403,PS502498,EAP502498,FIX502498,FRG502498,PS503780,EAP503780,FIX503780,FRG503780,PS503781,EAP503781,FIX503781,FRG503781,PS614231,EAP614231,FIX614231,FRG614231,PS620206,EAP620206,FIX620206,FRG620206,PS620207,EAP620207,FIX620207,FRG620207,PS638400,EAP638400,FIX638400,FRG638400,PS642550,EAP642550,FIX642550,FRG642550,PS840189,EAP840189,FIX840189,FRG840189,PS840190,EAP840190,FIX840190,FRG840190,PS840293,EAP840293,FIX840293,FRG840293,PS840294,EAP840294,FIX840294,FRG840294,PS840479,EAP840479,FIX840479,FRG840479,PS840480,EAP840480,FIX840480,FRG840480,PS865518,EAP865518,FIX865518,FRG865518,PS865519,EAP865519,FIX865519,FRG865519,PS865520,EAP865520,FIX865520,FRG865520,PS865521,EAP865521,FIX865521,FRG865521,PS865522,EAP865522,FIX865522,FRG865522,Q000172001,Q000172002,Q000172003,Q000172004,Q000172011,Q000172012,Q000211863,Q000214001,Q000214002,Q000214003,Q000214004,Q000214011,Q000214012,Q000214023,Q000214024,Q000275711,Q000275712,Q214001,Q214002,Q214004,Q214023,Q214024,R351403,WQ214004,WQ214012,","PS470145,EAP470145,FIX470145,,FRG470145,AP2591804",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,633442,4,5303133767        ,SWITCH-TOP LG. (1),,,,0,,"PS633442,EAP633442,FIX633442,,FRG633442,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,453917,4,5303051017        ,Surface Burner Cap - Stainless Steel,,,1.0,1,"08013908,3017707,3017801,3051017,8013908,9687,AP246006,P246006,PS413730,EAP413730,FIX413730,FRG413730,PS433507,EAP433507,FIX433507,FRG433507,PS433545,EAP433545,FIX433545,FRG433545,PS434143,EAP434143,FIX434143,FRG434143,PS479789,EAP479789,FIX479789,FRG479789,PS481229,EAP481229,FIX481229,FRG481229,PS499493,EAP499493,FIX499493,FRG499493,PS620191,EAP620191,FIX620191,FRG620191,","PS453917,EAP453917,FIX453917,,FRG453917,AP2136824",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,438018,4,316075103         ,Oven Bake Element,The terminals on the element are male quarter inch spade connectors. This part is found on the bottom of the oven. Approximate size is 19 1/4 inch W X 17 3/4 inch D.,Element or Burner,1.0,1,"09990062,316075100,316075102,316075104,316282600,3203534,AP4356505,F83-455,PS1524104,EAP1524104,FIX1524104,FRG1524104,PS17220693,EAP17220693,FIX17220693,FRG17220693,PS2332301,EAP2332301,FIX2332301,FRG2332301,PS3408890,EAP3408890,FIX3408890,FRG3408890,PS438015,EAP438015,FIX438015,FRG438015,PS438017,EAP438017,FIX438017,FRG438017,PS446222,EAP446222,FIX446222,FRG446222,PS981278,EAP981278,FIX981278,FRG981278,","PS438018,EAP438018,FIX438018,,FRG438018,AP2125026",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,445204,4,3201199           ,DRUM-Assembly,,,,0,"131217700,131217701,3202753,PS417175,EAP417175,FIX417175,FRG417175,PS417176,EAP417176,FIX417176,FRG417176,PS445905,EAP445905,FIX445905,FRG445905,","PS445204,EAP445204,FIX445204,,FRG445204,AP2129948",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,448053,4,3281120           ,SCREW-GROUND                                                                                                                                          ,,,,0,"08001840,8001840,PS1023576,EAP1023576,FIX1023576,FRG1023576,PS410871,EAP410871,FIX410871,FRG410871,PS501570,EAP501570,FIX501570,FRG501570,PS503801,EAP503801,FIX503801,FRG503801,Q000405901,WQ405901,","PS448053,EAP448053,FIX448053,,FRG448053,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,448055,4,3281123           ,DUCT-HEAT,,,,0,"08015176,3201608,8015176,PS1022659,EAP1022659,FIX1022659,FRG1022659,PS414154,EAP414154,FIX414154,FRG414154,PS445400,EAP445400,FIX445400,FRG445400,PS500440,EAP500440,FIX500440,FRG500440,PS503648,EAP503648,FIX503648,FRG503648,Q000116393,WQ116393,","PS448055,EAP448055,FIX448055,,FRG448055,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,434324,4,3051380           ,"MAIN TOP, ALMOND - F/.6232890                                                                                                                         ",,,,0,,"PS434324,EAP434324,FIX434324,,FRG434324,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,437595,4,316048413         ,Drip Bowl - 8&quot;,This drip bowl is located beneath the element and catches any spills. It is sold individually and has a diameter of approximately 10 inches.,Drip Bowl,1.0,1,"08002898,08003243,08004682,08005370,08010469,08011441,08012560,2045261010,3013588,3051020,3051479,316048403,316221201,318067010,318067018,318067020,318067055,318067056,3205286,5301317238,5303013588,5303205286,5303210561,5303285960,5303935054,5304432495,5308004682,5308011441,542T008P01,542T008P02,542T013P01,542T015P01,542T017P01,542T019P01,542T021P01,542T021W01,8002898,8003243,8004682,8005370,8010469,8011441,8012560,A1505243,A316221201,AP00062006,AP062006,E062003,G55556,G55558,K001307596,K001317238,K005039601,K1300724,K1301998,K1307596,K1317046,K1317238,K5039601,P062003,P062006,PS1023791,EAP1023791,FIX1023791,FRG1023791,PS1023818,EAP1023818,FIX1023818,FRG1023818,PS1024133,EAP1024133,FIX1024133,FRG1024133,PS1537674,EAP1537674,FIX1537674,FRG1537674,PS17218012,EAP17218012,FIX17218012,FRG17218012,PS2349615,EAP2349615,FIX2349615,FRG2349615,PS411165,EAP411165,FIX411165,FRG411165,PS411304,EAP411304,FIX411304,FRG411304,PS411588,EAP411588,FIX411588,FRG411588,PS411637,EAP411637,FIX411637,FRG411637,PS412757,EAP412757,FIX412757,FRG412757,PS413070,EAP413070,FIX413070,FRG413070,PS413388,EAP413388,FIX413388,FRG413388,PS432512,EAP432512,FIX432512,FRG432512,PS434146,EAP434146,FIX434146,FRG434146,PS434364,EAP434364,FIX434364,FRG434364,PS437588,EAP437588,FIX437588,FRG437588,PS442342,EAP442342,FIX442342,FRG442342,PS442343,EAP442343,FIX442343,FRG442343,PS442358,EAP442358,FIX442358,FRG442358,PS442359,EAP442359,FIX442359,FRG442359,PS446959,EAP446959,FIX446959,FRG446959,PS452961,EAP452961,FIX452961,FRG452961,PS453406,EAP453406,FIX453406,FRG453406,PS454646,EAP454646,FIX454646,FRG454646,PS456548,EAP456548,FIX456548,FRG456548,PS460861,EAP460861,FIX460861,FRG460861,PS470122,EAP470122,FIX470122,FRG470122,PS473491,EAP473491,FIX473491,FRG473491,PS473919,EAP473919,FIX473919,FRG473919,PS475532,EAP475532,FIX475532,FRG475532,PS475533,EAP475533,FIX475533,FRG475533,PS475537,EAP475537,FIX475537,FRG475537,PS475539,EAP475539,FIX475539,FRG475539,PS475541,EAP475541,FIX475541,FRG475541,PS475550,EAP475550,FIX475550,FRG475550,PS475552,EAP475552,FIX475552,FRG475552,PS475554,EAP475554,FIX475554,FRG475554,PS480648,EAP480648,FIX480648,FRG480648,PS480957,EAP480957,FIX480957,FRG480957,PS481099,EAP481099,FIX481099,FRG481099,PS483031,EAP483031,FIX483031,FRG483031,PS494797,EAP494797,FIX494797,FRG494797,PS494798,EAP494798,FIX494798,FRG494798,PS495300,EAP495300,FIX495300,FRG495300,PS495433,EAP495433,FIX495433,FRG495433,PS495575,EAP495575,FIX495575,FRG495575,PS497118,EAP497118,FIX497118,FRG497118,PS497161,EAP497161,FIX497161,FRG497161,PS497265,EAP497265,FIX497265,FRG497265,PS497661,EAP497661,FIX497661,FRG497661,PS497670,EAP497670,FIX497670,FRG497670,PS498158,EAP498158,FIX498158,FRG498158,PS499254,EAP499254,FIX499254,FRG499254,PS499256,EAP499256,FIX499256,FRG499256,PS501284,EAP501284,FIX501284,FRG501284,PS501317,EAP501317,FIX501317,FRG501317,PS501382,EAP501382,FIX501382,FRG501382,PS503785,EAP503785,FIX503785,FRG503785,PS614216,EAP614216,FIX614216,FRG614216,PS620193,EAP620193,FIX620193,FRG620193,PS820279,EAP820279,FIX820279,FRG820279,PS832915,EAP832915,FIX832915,FRG832915,PS840185,EAP840185,FIX840185,FRG840185,PS840217,EAP840217,FIX840217,FRG840217,PS865527,EAP865527,FIX865527,FRG865527,Q000211873,Q000212096,Q000215482,Q215482,WQ215482,","PS437595,EAP437595,FIX437595,,FRG437595,AP2124664",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,438018,4,316075103         ,Oven Bake Element,The terminals on the element are male quarter inch spade connectors. This part is found on the bottom of the oven. Approximate size is 19 1/4 inch W X 17 3/4 inch D.,Element or Burner,1.0,1,"09990062,316075100,316075102,316075104,316282600,3203534,AP4356505,F83-455,PS1524104,EAP1524104,FIX1524104,FRG1524104,PS17220693,EAP17220693,FIX17220693,FRG17220693,PS2332301,EAP2332301,FIX2332301,FRG2332301,PS3408890,EAP3408890,FIX3408890,FRG3408890,PS438015,EAP438015,FIX438015,FRG438015,PS438017,EAP438017,FIX438017,FRG438017,PS446222,EAP446222,FIX446222,FRG446222,PS981278,EAP981278,FIX981278,FRG981278,","PS438018,EAP438018,FIX438018,,FRG438018,AP2125026",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,454080,4,5303131215        ,"NUT, TWIST-ON, (2)                                                                                                                                    ",,,,0,"08037779,241T017P243,3018821,3051002,3131215,479T069P08,5303285962,8037779,951893-00/7,PS1024689,EAP1024689,FIX1024689,FRG1024689,PS1536555,EAP1536555,FIX1536555,FRG1536555,PS415399,EAP415399,FIX415399,FRG415399,PS430975,EAP430975,FIX430975,FRG430975,PS433977,EAP433977,FIX433977,FRG433977,PS434134,EAP434134,FIX434134,FRG434134,PS435807,EAP435807,FIX435807,FRG435807,PS449748,EAP449748,FIX449748,FRG449748,PS460863,EAP460863,FIX460863,FRG460863,","PS454080,EAP454080,FIX454080,,FRG454080,",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,438990,4,316114600         ,Oven Thermostat,This part establishes and maintains the internal temperature of the oven cavity.,Thermostat,,0,"5303210266,PS456410,EAP456410,FIX456410,FRG456410,","PS438990,EAP438990,FIX438990,,FRG438990,AP2125858",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,456411,4,5303210270        ,LIGHT/LAMP,,,,0,,"PS456411,EAP456411,FIX456411,,FRG456411,AP2139173",0,0
Gibson,Range,Range,73,CEC1M1WXC                     ,,17059,Frigidaire,446417,4,3204254           ,BAFFLE,,,1.0,1,"08015241,3201198,3281030,5303201198,5308015241,8015241,PS1022670,EAP1022670,FIX1022670,FRG1022670,PS414193,EAP414193,FIX414193,FRG414193,PS445203,EAP445203,FIX445203,FRG445203,PS447985,EAP447985,FIX447985,FRG447985,PS454307,EAP454307,FIX454307,FRG454307,PS474175,EAP474175,FIX474175,FRG474175,PS500916,EAP500916,FIX500916,FRG500916,PS503728,EAP503728,FIX503728,FRG503728,Q000165773,WQ165773,","PS446417,EAP446417,FIX446417,,FRG446417,AP2131465",0,0
